Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
2007,Dodge,$20000,179058,white,good,diesel,automatic,truck
2011,chevy,$3000,240000,white,good,gas,manual,sedan
2013,ford,$9500,206512,white,good,gas,automatic,pickup
2005,pontiac,$3000,176150,white,good,gas,automatic,sedan
2004,chrysler,$2000,164039,silver,fair,gas,automatic,SUV
2014,chevy,$25995,205000,red,good,gas,automatic,pickup
2010,dodge,$4500,184672,white,good,gas,automatic,mini-van
2014,chevrolet,$6295,114000,blue,good,gas,automatic,sedan
2008,buick,$4995,153000,grey,good,gas,automatic,sedan
2012,gmc,$8995,143000,blue,good,gas,automatic,SUV
2002,saturn,$1700,170000,blue,fair,gas,manual,sedan
2011,kia,$5200,95000,black,good,gas,automatic,sedan
2005,hyundai,$2500,137445,red,good,gas,automatic,sedan
2008,2008,$1500,209000,grey,salvage,gas,automatic,pickup
2010,gmc,$7500,271000,white,good,gas,automatic,SUV
2013,Chevy,$9990,219932,grey,good,gas,automatic,pickup
2014,kia,$6000,95735,silver,good,gas,automatic,sedan
2011,ford,$3950,153000,black,good,gas,automatic,sedan
2001,honda,$1750,267000,brown,fair,gas,automatic,mini-van
2002,ford,$2800,107115,silver,good,gas,automatic,sedan
2003,gmc,$4500,220000,white,good,gas,automatic,SUV
2018,Ford,$29987,129000,black,good,gas,automatic,truck
2013,Ford,$12987,132966,brown,good,gas,automatic,SUV
2013,Ford,$25987,116568,white,good,gas,automatic,truck
2013,Chevrolet,$26987,103000,white,good,gas,automatic,truck
2015,Chevrolet,$16987,93441,silver,good,gas,automatic,SUV
2015,RAM,$23987,128308,white,good,gas,automatic,truck
2013,Cadillac,$26987,126000,black,good,gas,automatic,SUV
2016,Ford,$36987,98191,silver,good,gas,automatic,truck
2017,Ford,$17987,102000,grey,good,gas,automatic,sedan
2016,Ford,$33987,141126,grey,good,gas,automatic,truck
2012,Ford,$13987,112000,silver,good,gas,automatic,SUV
2003,ford,$3950,178000,black,good,gas,manual,coupe
1988,jeep,$5000,150000,red,fair,gas,manual,SUV
1993,ford,$3950,184962,white,good,gas,automatic,pickup
2006,2006,$10995,248616,white,fair,diesel,automatic,truck
2006,honda,$6750,165000,brown,good,gas,manual,SUV
2004,chevrolet,$14479,167051,white,good,gas,automatic,truck
1967,Chevy,$4000,68700,red,good,gas,manual,truck
1981,1981,$1500,123456,grey,fair,diesel,manual,SUV
2007,chevy,$2700,270000,white,good,gas,automatic,van
2013,chevrolet,$16000,161601,yellow,good,gas,automatic,coupe
1988,1988,$12000,52000,red,good,gas,automatic,sedan
2005,ford,$7000,100516,white,fair,gas,automatic,SUV
1997,Infiniti,$2500,281000,white,good,gas,automatic,sedan
2008,BMW,$5500,130700,silver,good,gas,automatic,sedan
2009,hyundai,$3800,123588,grey,good,gas,automatic,sedan
2004,saturn,$1900,200000,green,good,gas,automatic,sedan
2004,GMC,$7900,21900,black,good,gas,automatic,pickup
2014,dodge,$19950,102000,black,good,gas,automatic,truck
2008,honda,$4000,250284,silver,good,gas,automatic,mini-van
2013,DODGE,$9950,140400,blue,good,gas,automatic,SUV
2004,Chevrolet,$19990,111975,white,good,other,automatic,pickup
2013,mitsubishi,$7996,131397,white,fair,gas,automatic,SUV
1997,ford,$1300,145000,white,fair,gas,automatic,truck
2018,INFINITI,$32990,22167,silver,good,other,automatic,hatchback
2019,Nissan,$29995,14939,white,good,other,automatic,pickup
2017,Lexus,$32990,22037,blue,good,other,automatic,hatchback
2017,Lexus,$32990,22037,blue,good,other,automatic,hatchback
2014,nissan,$11300,114345,blue,good,gas,automatic,sedan
2004,chevrolet,$2500,327000,black,fair,gas,automatic,SUV
2005,2005,$2950,215496,white,good,gas,automatic,SUV
2002,ford,$12500,270000,white,good,diesel,automatic,pickup
1996,DODGE,$2750,191004,red,good,gas,automatic,truck
2006,honda,$4375,197222,black,good,gas,automatic,sedan
2010,jeep,$7100,158375,red,good,gas,automatic,SUV
2008,mercury,$5475,143218,blue,good,gas,automatic,sedan
2007,honda,$3775,235707,custom,good,gas,automatic,SUV
2007,ford,$8275,183178,blue,good,gas,automatic,truck
2020,Toyota,$23941,11004,blue,good,other,automatic,sedan
2009,Hyundai,$2000,170000,grey,fair,gas,automatic,sedan
2007,2007,$4850,199000,grey,good,gas,automatic,pickup
1971,71,$12995,29251,orange,good,gas,manual,convertible
2003,bmw,$3500,162234,blue,good,gas,automatic,convertible
2006,chevrolet,$4950,178000,brown,good,gas,automatic,sedan
2010,ford,$9200,104230,white,good,gas,automatic,pickup
1996,GMC,$2500,297000,black,fair,gas,automatic,pickup
2013,chevy,$14990,1234,red,good,gas,automatic,truck
1994,chevy,$8500,189000,red,good,gas,automatic,truck
2003,Chevrolet,$22988,76878,silver,good,other,automatic,pickup
2003,Chevrolet,$22988,76878,silver,good,other,automatic,pickup
2002,toyota,$5750,283000,white,fair,gas,manual,pickup
2008,CHEVROLET,$7495,246000,black,good,gas,automatic,truck
2012,ford,$19990,125000,yellow,good,gas,automatic,truck
2012,ford,$19990,125000,yellow,good,gas,automatic,truck
2012,ford,$19990,125000,yellow,good,gas,automatic,truck
2014,Subaru,$19990,42949,black,good,gas,automatic,hatchback
2014,Subaru,$19990,42949,black,good,gas,automatic,hatchback
2014,Subaru,$19990,42949,black,good,gas,automatic,hatchback
2009,chevrolet,$10500,203160,silver,good,gas,automatic,SUV
2003,eep,$4250,236591,black,good,gas,automatic,SUV
2008,gmc,$24500,155807,black,good,gas,automatic,truck
2004,gmc,$6450,213967,white,good,gas,automatic,SUV
2004,chevy,$2450,229000,yellow,good,gas,automatic,pickup
2014,Nissan,$12991,116050,white,good,other,automatic,van
2019,Nissan,$18700,30229,silver,good,other,automatic,sedan
2004,acura,$1650,183000,silver,fair,gas,automatic,sedan
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2017,chevrolet,$40000,205500,silver,good,diesel,automatic,truck
2007,Dodge,$13900,71540,white,good,other,automatic,pickup
2017,Subaru,$22990,42496,blue,good,other,automatic,hatchback
2010,Toyota,$15990,68094,white,good,hybrid,automatic,hatchback
2003,ford,$1500,600000,red,fair,gas,automatic,truck
2016,Chevy,$28990,52668,grey,good,gas,automatic,SUV
2014,Volkswagen,$17990,70281,white,good,diesel,automatic,wagon
2014,Volkswagen,$21590,34128,white,good,other,automatic,wagon
2015,GMC,$40995,56628,white,good,diesel,automatic,truck
2012,GMC,$24990,75781,black,good,gas,other,pickup
2013,Nissan,$24990,79414,silver,good,gas,other,pickup
2018,Subaru,$29990,5095,white,good,other,automatic,hatchback
2014,Subaru,$12978,94823,silver,good,other,automatic,sedan
2015,Subaru,$27990,33380,black,good,gas,other,sedan
2015,Honda,$30590,35230,white,good,gas,other,van
2017,Ram,$28990,26918,white,good,gas,other,pickup
1953,CHEVROLET,$1010101,1010101,blue,fair,gas,manual,SUV
2015,Toyota,$20990,60492,red,good,hybrid,automatic,hatchback
2014,Toyota,$23990,50232,silver,good,other,other,van
2018,Nissan,$25990,17014,white,good,gas,other,pickup
2021,Subaru,$34990,2009,black,good,gas,automatic,hatchback
1980,4D,$995,142000,brown,fair,diesel,automatic,sedan
2018,Honda,$38990,22492,silver,good,gas,other,van
2018,MAZDA,$26590,11599,blue,good,other,automatic,sedan
2013,Nissan,$24990,79414,silver,good,gas,other,pickup
2016,BMW,$31990,25760,white,good,other,other,sedan
2014,Volkswagen,$19990,50943,black,good,other,automatic,wagon
2019,Chevrolet,$32993,57504,silver,good,gas,automatic,pickup
1993,mitsubishi,$6500,148000,red,good,gas,manual,coupe
2012,FORD,$16995,300000,white,good,diesel,automatic,pickup
2016,Ram,$32990,55838,white,good,other,other,pickup
2013,MINI,$18990,19838,red,good,gas,other,hatchback
2018,Toyota,$45461,67351,orange,good,other,automatic,pickup
2015,Kia,$12948,118399,white,good,other,automatic,sedan
2013,Ram,$25990,12577,white,good,gas,other,pickup
2019,Jeep,$27987,23141,white,good,gas,automatic,hatchback
2017,Nissan,$29990,7822,white,good,other,other,pickup
2017,Nissan,$29990,7822,white,good,other,other,pickup
2016,Ford,$29990,20458,silver,good,gas,other,pickup
2019,Ford,$37990,15585,blue,good,other,other,pickup
2020,GMC,$34990,3437,white,good,gas,other,pickup
2010,dodge,$25500,217000,grey,good,diesel,automatic,pickup
2016,Ram,$28990,60772,white,good,gas,other,pickup
2019,Ford,$37990,15585,blue,good,other,other,pickup
2019,Nissan,$26590,13730,white,good,gas,other,pickup
2001,chevrolet,$2600,248777,green,good,gas,automatic,SUV
2004,toyota,$2995,256777,red,good,gas,automatic,sedan
2013,Honda,$28990,63433,silver,good,gas,other,pickup
2014,Toyota,$19590,96320,white,good,other,other,pickup
2013,BMW,$27990,49301,blue,good,other,other,coupe
2017,Toyota,$32990,31492,black,good,gas,automatic,van
2013,Nissan,$24990,79414,silver,good,gas,other,pickup
2017,Subaru,$27590,34165,blue,good,other,other,sedan
2014,Chevrolet,$32590,31391,white,good,other,automatic,pickup
2013,Toyota,$17590,13722,silver,good,gas,other,sedan
2016,BMW,$36990,32051,silver,good,gas,other,sedan
2018,Kia,$18990,22730,blue,good,gas,other,sedan
2016,Ford,$29990,20458,silver,good,gas,other,pickup
2019,Ford,$31990,6307,white,good,other,other,pickup
1993,1993,$2500,210300,black,fair,gas,manual,truck
2016,Ford,$29990,20458,silver,good,gas,other,pickup
2014,Ford,$29590,24702,blue,good,other,other,pickup
2011,Toyota,$25990,55899,silver,good,gas,other,pickup
2015,Ram,$35990,58668,silver,good,other,other,pickup
2019,Nissan,$27990,20354,white,good,electric,other,pickup
2015,Chevrolet,$30990,10295,red,good,gas,other,coupe
2013,Cadillac,$23990,32759,red,good,other,other,sedan
2012,MINI,$18590,61429,black,good,other,other,hatchback
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,GMC,$28990,21103,white,good,gas,other,pickup
2014,Ford,$29590,24702,blue,good,other,other,pickup
2012,chevrolet,$11200,217000,blue,good,gas,automatic,truck
2011,BMW,$18990,72851,white,good,diesel,automatic,sedan
2000,Chevrolet,$8300,171870,red,good,gas,automatic,pickup
2018,Ford,$30990,12270,white,good,gas,other,pickup
2014,Toyota,$19590,96320,white,good,other,other,pickup
2015,GMC,$31990,33318,black,good,gas,other,pickup
2011,chevrolet,$3999,163221,silver,good,gas,automatic,sedan
2008,dodge,$2900,177221,brown,good,gas,automatic,sedan
2014,Toyota,$25590,49941,white,good,gas,other,pickup
2018,Ford,$30990,12270,white,good,gas,other,pickup
2018,Ford,$30990,12270,white,good,gas,other,pickup
2020,Nissan,$32990,3932,black,good,other,other,pickup
2018,Toyota,$22990,11133,white,good,gas,automatic,hatchback
2017,Subaru,$26990,42819,black,good,gas,other,sedan
2013,Volkswagen,$18990,62470,silver,good,gas,automatic,wagon
2015,GMC,$31990,33318,black,good,gas,other,pickup
2018,Kia,$19990,5580,white,good,gas,other,sedan
2018,Kia,$19990,5580,white,good,gas,other,sedan
2018,Kia,$19990,5580,white,good,gas,other,sedan
2018,Kia,$19990,5580,white,good,gas,other,sedan
2006,Honda,$4600,212000,black,good,gas,automatic,SUV
2010,gmc,$8900,164000,white,good,gas,automatic,pickup
2017,Nissan,$21995,111311,white,good,gas,automatic,pickup
2006,Pontiac,$21500,55982,blue,good,gas,manual,coupe
2004,Isuzu,$16995,127067,white,good,gas,automatic,pickup
2012,Honda,$12595,121003,blue,good,gas,automatic,sedan
2014,Honda,$24395,85290,white,good,gas,automatic,van
2010,ford,$11900,155000,silver,good,gas,automatic,truck
2010,ford,$11900,155000,silver,good,gas,automatic,truck
1958,1958,$1000,20140,red,good,other,other,van
2002,toyota,$1300,249000,silver,fair,gas,automatic,coupe
1990,Ford,$8000,97000,red,fair,gas,manual,SUV
2017,2017,$13998,41550,blue,good,gas,automatic,hatchback
2003,chevy,$4000,351600,grey,good,gas,automatic,pickup
2016,Subaru,$18888,44900,silver,good,gas,automatic,wagon
2015,jeep,$22500,75000,grey,salvage,gas,manual,SUV
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
2016,Subaru,$17777,48500,brown,good,gas,automatic,wagon
1997,buick,$3300,134000,silver,good,gas,automatic,sedan
2011,ford,$6000,160000,white,good,gas,automatic,truck
2006,pontiac,$4000,158000,white,good,gas,automatic,sedan
2018,chevrolet,$12998,42250,white,good,gas,automatic,hatchback
1998,chevrolet,$800,130000,white,salvage,gas,automatic,SUV
1998,Lincoln,$3500,113000,custom,good,gas,automatic,sedan
2016,Chevrolet,$29995,153062,white,good,diesel,automatic,pickup
2011,nissan,$5000,140000,silver,good,gas,automatic,sedan
1996,chevrolet,$500,132000,white,fair,gas,manual,truck
2003,mercury,$2150,144440,black,good,gas,automatic,sedan
1994,1994,$1500,233000,purple,fair,gas,manual,truck
2002,CHEVY,$2550,210500,silver,good,gas,automatic,SUV
2008,2008,$5000,176000,blue,good,gas,automatic,SUV
2002,jeep,$2800,233000,red,good,gas,automatic,SUV
2007,Ford,$10500,144000,orange,fair,gas,manual,coupe
2013,bmw,$10000,102448,black,fair,gas,automatic,SUV
2005,toyota,$9500,101000,white,good,gas,automatic,mini-van
2000,lexus,$15000,197000,white,good,gas,automatic,offroad
2012,chevy,$4500,168000,silver,fair,gas,automatic,SUV
1970,Volkswagen,$7500,55098,grey,good,gas,manual,sedan
1950,Dodge,$13900,7053,blue,good,gas,manual,sedan
2015,chevy,$9700,135634,black,good,gas,automatic,SUV
2013,gmc,$14000,123771,white,good,gas,automatic,SUV
2005,2005,$2000,180330,brown,good,gas,automatic,sedan
1967,Ford,$15950,48000,blue,good,gas,automatic,sedan
2005,ford,$1500,200000,black,good,gas,automatic,truck
2014,dodge,$9999,66000,blue,good,gas,automatic,coupe
2004,Ford,$4995,191000,white,good,gas,automatic,SUV
2005,gmc,$3995,171000,silver,good,gas,automatic,SUV
2013,nissan,$8500,114000,white,good,gas,automatic,wagon
2004,chevrolet,$9600,192000,red,good,gas,automatic,pickup
2004,Dodge,$18000,235000,white,good,diesel,automatic,truck
1973,dodge,$17500,24800,red,good,gas,manual,coupe
2001,ford,$2750,184000,red,good,gas,automatic,van
2012,chevy,$3800,231582,grey,good,gas,automatic,SUV
2007,Chevrolet,$5000,191145,silver,fair,gas,automatic,SUV
2007,gmc,$4500,247000,white,fair,gas,automatic,van
2004,chevrolet,$500,260000,silver,fair,gas,manual,coupe
2016,Subaru,$29990,17095,blue,good,gas,automatic,wagon
2016,Chevrolet,$24990,28668,white,good,other,other,pickup
2011,Ford,$17990,64455,blue,good,other,other,pickup
2013,Chevrolet,$29990,50203,black,good,other,other,pickup
2013,Chevrolet,$26590,70895,black,good,gas,other,pickup
1992,1992,$6500,246800,white,fair,gas,automatic,SUV
1995,dodge,$999,266300,green,salvage,gas,automatic,pickup
2016,Nissan,$24590,11068,silver,good,other,other,pickup
2021,Volkswagen,$33990,2717,white,good,other,other,sedan
1956,pontiac,$12500,105000,white,good,gas,automatic,coupe
2011,Ford,$17990,64455,blue,good,other,other,pickup
2019,Volkswagen,$30990,8399,white,good,other,other,sedan
2021,Volkswagen,$33990,2717,white,good,other,other,sedan
2016,Subaru,$29990,17095,blue,good,gas,automatic,wagon
1993,chevy,$1500,196723,red,fair,gas,automatic,pickup
2011,Ford,$17990,64455,blue,good,other,other,pickup
2018,Subaru,$32990,14903,blue,good,other,automatic,hatchback
2010,Ford,$19995,193000,black,good,diesel,automatic,truck
2021,Volkswagen,$33990,2717,white,good,other,other,sedan
2014,Subaru,$17990,34574,black,good,gas,other,wagon
2011,Ford,$17990,64455,blue,good,other,other,pickup
2016,Chevrolet,$36990,31397,red,good,gas,automatic,pickup
2011,Ford,$17990,64455,blue,good,other,other,pickup
2011,Ford,$17990,64455,blue,good,other,other,pickup
2016,Chevrolet,$24990,28668,white,good,other,other,pickup
2017,Chevrolet,$34590,21762,white,good,gas,automatic,pickup
2005,jeep,$3400,194000,black,good,gas,automatic,offroad
2009,MAZDA,$15990,56823,red,good,other,other,hatchback
2016,Chevrolet,$36990,31397,red,good,gas,automatic,pickup
2018,Toyota,$22990,25887,silver,good,other,other,hatchback
2010,Honda,$16990,62999,white,good,gas,other,coupe
2020,Volkswagen,$32990,9676,blue,good,gas,automatic,sedan
2019,Ford,$34990,15262,white,good,other,other,pickup
2013,Toyota,$26990,89253,white,good,gas,automatic,pickup
2007,ford,$12500,122235,blue,good,gas,automatic,truck
2011,Ford,$17990,64455,blue,good,other,other,pickup
2017,Toyota,$21990,27061,silver,good,other,automatic,hatchback
2017,Toyota,$22990,2469,red,good,gas,automatic,hatchback
2013,Toyota,$30990,40846,white,good,gas,other,pickup
2006,jeep,$7500,90000,grey,good,gas,manual,SUV
2011,Ford,$17990,64455,blue,good,other,other,pickup
2013,Subaru,$22590,54496,green,good,gas,automatic,hatchback
2017,Nissan,$22590,35761,silver,good,other,automatic,sedan
2020,Ford,$30990,5445,white,good,gas,other,pickup
2011,Ford,$17990,64455,blue,good,other,other,pickup
2011,Ford,$17990,64455,blue,good,other,other,pickup
2018,Ford,$35990,13821,red,good,gas,automatic,pickup
2015,Honda,$26590,11470,black,good,other,other,coupe
2017,Nissan,$26990,27381,black,good,other,other,pickup
2015,Honda,$25590,26375,white,good,other,other,coupe
2012,Ford,$29990,78575,brown,good,other,other,pickup
2011,Ford,$17990,64455,blue,good,other,other,pickup
2012,Ford,$29990,78575,brown,good,other,other,pickup
2012,Toyota,$32590,51356,red,good,gas,other,pickup
2015,Chevrolet,$30990,10295,red,good,gas,other,coupe
